Coord,amplitude,xcentroid,ycentroid,sigx,sigy,ellipticity,SNR,Magnitudes,Reason
"(9, 8)",0.030046288498944557,8.879552046321017,7.380840532529914,0.21186865710817435,0.5403451944409352,0.607901283683326,69.17881604265663,22.0659767463833,"Not elliptical,Bad sizing"
"(13, 8)",0.1246405797939382,7.402379727403357,8.382530894357753,0.35075019861117374,0.3455136316661231,0.01492961932961201,5.7253572921987805,24.59241081190099,Bad sizing
"(29, 8)",0.006007087205070405,8.199327698549022,8.2667150577467,0.25674335564307843,0.22562440658989505,0.1212064435912592,56.39596137664576,22.37781265156682,Bad sizing
"(31, 8)",0.0066461138446780865,8.15971395845811,8.184420633621537,0.23679548404077586,0.22957255984347044,0.030502795382962744,9.740513790444094,24.12213746053805,Bad sizing
"(37, 8)",0.07444861908650201,8.329635162186968,7.8212111277700105,0.3287756581888174,0.2935400994078172,0.10717204240456335,41.80644066517867,22.640766924660817,Bad sizing
"(56, 8)",0.03891814480608806,8.408338691222148,8.25714772332768,0.5362270900565312,0.3248217782240903,0.3942458629051243,49.3249464164531,22.791760487630988,Bad sizing
"(63, 8)",0.010248356276940613,11.770975713124797,5.900694597086862,2.9999999999999996,2.9999999999999996,0.0,70.98477747636495,22.510395066828366,Bad sizing
"(189, 8)",0.008655907732122062,9.978669779301786,8.90451591752187,0.2809060412057983,0.2546390366321806,0.09350815119840683,54.14823536382614,23.403191920866668,Bad sizing
"(199, 8)",0.013391954568776511,2.1766283775899726,7.446051553195926,2.060711449712087,1.494831345779593,0.27460424117678206,64.88595182537868,23.3617256045938,Bad sizing
"(213, 8)",0.006481836891662007,4.389932236783848,7.2283489723081225,2.9999999999999996,2.9999999999999996,0.0,159.0737036884224,22.811435496279408,Bad sizing
"(287, 8)",0.0071594554953889585,8.144217010224507,6.685443993582219,0.21114003171041806,0.33506584946912327,0.3698551134203998,37.25358141063354,24.601926796070316,Bad sizing
"(290, 8)",0.0015212058811606918,8.499898919029405,8.499591912469942,0.24368217751688373,0.2537000296946731,0.039486996473141134,24.6440832457053,25.01345663625993,Bad sizing
"(301, 8)",0.02256630010339675,8.011223499710942,7.019578243887928,0.2542025035198429,0.25296091016271927,0.0048842688011793145,30.604274532239835,24.747526250483197,Bad sizing
"(314, 8)",0.028217215794221224,9.081668372212444,7.878866459008813,0.3556772170625344,0.35580343478475973,0.0003547400330794481,66.48330395107779,24.25450383390791,Bad sizing
"(351, 8)",0.037240220469672715,8.809955234851968,8.685747671092368,0.30001649841642114,0.3340158652853699,0.1017896764870766,22.830462851615714,25.07858180065702,Bad sizing
"(363, 8)",0.02422374645133136,8.806746859913082,7.058497399451274,0.3327354039794163,0.4660075228702236,0.28598705460796103,137.01404946855115,23.563656171860174,Bad sizing
"(384, 8)",0.0013390125328422487,8.499652448293098,8.500038225866618,0.26804282188584133,0.26220998337851403,0.02176084577191728,67.06513641552196,24.113258330465705,Bad sizing
"(451, 8)",0.003874089475186413,6.779922260493586,3.6126200705449905,2.999999999981688,2.999999999999993,6.101674721037398e-12,42.902697441585566,24.401735297650575,Bad sizing
"(464, 8)",0.006622521783376194,9.803554284909145,8.866602611469508,2.9999999999999996,0.49981955921765353,0.8333934802607821,22.993222115453115,25.245486623926773,"Not elliptical,Bad sizing"
"(494, 8)",0.02253564076920342,7.6567412359326,8.796059200501821,0.3536218558372558,0.3543915728279529,0.0021719393171654167,8.506776057315207,26.37216562717174,Bad sizing
"(575, 8)",0.029858305780687176,6.98764435121771,9.270524158959905,0.2341763119854092,0.3127752112138838,0.25129516793684337,57.943622165282115,24.206080241134686,Bad sizing
