Coords,Mags F555,Mags F336,Aperture Radius
"(685, 198)",24.775892680010536,22.45508740503773,8
"(153, 201)",23.569509214936872,21.1930198764722,8
"(255, 203)",23.369996108715085,20.901228475066553,8
"(171, 204)",24.30716552686448,22.17149727538054,8
"(235, 204)",23.47886464339428,21.121017479184836,8
"(255, 205)",23.16155393047822,20.72715350833745,8
"(739, 205)",22.932164671019876,20.933637197216463,8
"(177, 206)",23.139397005556823,20.801576143228395,8
"(466, 207)",19.558960038947156,17.89265760252271,8
"(178, 208)",23.138901658551255,21.159125227806662,8
"(384, 208)",24.133295213788593,21.696257769974807,8
"(662, 208)",22.82593819305803,21.290597407667377,8
"(224, 209)",24.212600357939017,21.827585123891687,8
"(770, 209)",25.3452317336806,21.6723548049958,8
"(571, 210)",21.835803274549654,19.74806375732608,8
"(661, 210)",22.477116292888006,20.294417452106742,8
"(663, 210)",22.38167221195144,20.35038274402958,8
"(746, 210)",22.798261607450982,20.622509067441356,8
"(67, 211)",22.660480593164444,20.217082155264315,8
"(224, 211)",24.448370876912406,22.13568896264212,8
"(67, 213)",22.47537327055273,19.99876146385551,8
"(275, 213)",22.5967495674535,20.616183326998602,8
"(382, 214)",24.810084714573726,22.019820407451085,8
"(384, 214)",23.725362712579383,22.019820407451085,8
"(386, 214)",23.05294576151865,21.45178289610802,8
"(310, 216)",22.701397343748084,20.49730311038097,8
"(312, 216)",22.678345598383963,20.689024453369775,8
"(376, 216)",25.774900319156494,23.73158717913953,8
"(382, 216)",24.897431310506967,24.756224862072955,8
"(384, 216)",25.389355374268,22.531294147333227,8
"(726, 216)",25.940552372971915,25.110925915058154,8
"(310, 218)",24.723953324617604,21.7934918805283,8
"(312, 218)",25.08749237041031,21.65983603399433,8
"(424, 219)",25.01696332556778,22.311405751138928,8
"(153, 220)",24.412697357230257,25.33089395020837,8
"(431, 221)",23.669594655608208,24.71904192152605,8
"(433, 221)",24.391990890558965,22.025991689689427,8
"(614, 221)",19.71491987671829,18.64755100401827,8
"(616, 221)",19.65572002098829,18.666285423418593,8
"(159, 222)",22.748432070038668,20.699379859224898,8
"(161, 222)",22.658684482123938,20.643299524635147,8
"(618, 222)",19.646391724275908,18.479411660179615,8
"(693, 222)",22.159514221341958,20.597783526530122,8
"(118, 223)",24.859098926508928,23.17928528661313,8
"(210, 223)",21.08935468772936,19.396242085487224,8
"(430, 223)",24.48471517767279,21.901908603792393,8
"(434, 223)",23.856882893176767,22.00398156425792,8
"(612, 223)",19.744329960750022,18.57975232628627,8
"(614, 223)",19.63029296227741,18.57417464879611,8
"(616, 223)",19.606869587367093,18.579768112622993,8
"(695, 223)",22.182665193474712,20.52012382653343,8
"(224, 224)",24.41881897947564,22.573830449600784,8
"(618, 224)",19.60215453100343,18.479411660179615,8
"(643, 224)",18.747526296699462,17.968199793503587,8
"(567, 225)",24.45177433367349,22.81545704377247,8
"(569, 225)",24.014733706854287,22.81545704377247,8
"(613, 225)",19.62667398988721,18.549785112640983,8
"(615, 225)",19.599314801649093,18.549785112640983,8
"(548, 226)",22.187259243301114,20.66121232435499,8
"(550, 226)",22.046440543855233,20.238164677468355,8
"(571, 226)",24.710299100848076,24.83871333459969,8
"(617, 226)",19.59453652753885,18.483231431204835,8
"(767, 226)",22.506164637393674,20.50203500816231,8
"(769, 226)",22.728958392944,20.50203500816231,8
"(613, 227)",19.629689783645667,18.532446306018734,8
"(615, 227)",19.611162143378714,18.532446306018734,8
"(619, 227)",19.625847357585712,18.50137290054304,8
"(545, 228)",22.792075614319778,23.666344987011435,8
"(547, 228)",22.207538037533233,20.41049901912045,8
"(549, 228)",21.97122091116517,20.41049901912045,8
"(551, 228)",21.99025825579119,20.795717979224328,8
"(584, 228)",24.911144366891513,23.07891607493856,8
"(617, 228)",19.624319030842663,18.50137290054304,8
"(471, 229)",25.621022599449127,21.696485768708392,8
"(193, 230)",24.011355323445386,21.71410393580171,8
"(295, 230)",22.777341800937997,20.533257205362673,8
"(297, 230)",22.741051937104743,20.614094258260565,8
"(547, 230)",22.098683146125907,20.821374689333744,8
"(478, 232)",23.75226117918708,22.52178489827051,8
"(551, 233)",21.582876304149657,19.71993641676653,8
"(236, 234)",22.46257836007168,20.56479282902813,8
"(101, 236)",23.233525136162598,21.5903981766469,8
"(746, 236)",22.45148486368334,20.12948721876235,8
"(667, 237)",24.62451090392559,22.385665798081206,8
"(577, 238)",24.185917805250888,21.671317772892067,8
"(681, 238)",22.418724875403186,20.013843889600913,8
"(403, 239)",22.736544822373396,20.39096380554114,8
"(667, 239)",24.01135771361991,22.12366858476704,8
"(576, 240)",24.358327307580034,21.671317772892067,8
"(681, 240)",22.998046116831354,20.328881780562327,8
"(746, 241)",22.236062443684503,20.060038679297065,8
"(431, 242)",24.377399370312368,23.35697725293452,8
"(604, 242)",22.908011885773725,20.674326868752182,8
"(627, 242)",24.695077157702663,21.966335613230854,8
"(428, 243)",22.932241807840335,20.550222577858136,8
"(342, 244)",21.413530350092422,19.8432621488446,8
"(518, 244)",23.76056618156852,21.828894490387633,8
"(603, 244)",23.14667652653599,20.98389071158735,8
"(525, 246)",23.39605432362398,21.087259424573993,8
"(769, 246)",23.876939578412454,22.479272687804375,8
"(771, 246)",23.759975553458858,21.92506290841056,8
"(527, 247)",23.9335690364981,21.697094198005665,8
"(461, 248)",22.847882913657855,20.673183135521604,8
"(769, 248)",23.80107457395213,22.41501180174091,8
"(771, 248)",23.745881119825533,21.829315618650647,8
"(250, 251)",24.30891443058563,21.79485719997951,8
"(190, 253)",22.658550498399954,21.818082619718815,8
"(420, 253)",22.854918555015296,21.185627669546207,8
"(729, 253)",24.06325944715475,21.803934756443333,8
"(731, 253)",24.045145020091717,21.803934756443333,8
"(528, 254)",21.86774991012456,21.189118462968672,8
"(189, 255)",22.647947293381485,21.734700943785143,8
"(526, 255)",21.47194922365656,19.669228545759445,8
"(530, 255)",21.783265865093355,20.03227820832481,8
"(598, 255)",25.950399346051277,23.207343997480642,8
"(508, 256)",25.994165894258693,25.244429758080322,8
"(528, 256)",21.531294006097305,20.03227820832481,8
"(676, 256)",23.621632688311585,21.196562740127227,8
"(117, 257)",23.456557786826465,21.324197723621232,8
"(525, 257)",21.476073993801542,19.658322666217963,8
"(123, 258)",22.981815135721227,21.38804506984186,8
"(294, 258)",25.203295331291912,23.02305024077412,8
"(680, 258)",22.46882725798006,20.331910819381278,8
"(752, 260)",24.68207326021026,23.788053842100098,8
"(611, 261)",22.945390869011312,20.932038596662103,8
"(613, 261)",23.12678365488125,21.509972869162745,8
"(752, 262)",25.204804493106707,22.189521411648613,8
"(264, 263)",23.036653000700923,20.01374844654371,8
"(293, 263)",25.007078721132764,22.5709385299146,8
"(611, 263)",23.09771469528232,20.941864078099194,8
"(163, 264)",22.92872266154331,20.00557693950703,8
"(266, 264)",22.231119563942755,20.264314368467375,8
"(264, 265)",23.48380062306319,20.264314368467375,8
"(145, 266)",22.351551110404195,20.208787065602323,8
"(162, 266)",22.261866025582606,20.00557693950703,8
"(164, 266)",22.10756644161767,20.00557693950703,8
"(339, 267)",22.117313112430885,20.360242397887767,8
"(404, 267)",23.348312090307083,21.26234040313561,8
"(552, 267)",22.352397496625777,20.105950577188416,8
"(162, 268)",21.92335350853046,20.07898049406638,8
"(164, 268)",22.093408964918304,20.07898049406638,8
"(161, 270)",22.170962466617773,20.04487337717152,8
"(163, 270)",22.217271188642577,20.110580523314177,8
"(495, 270)",22.715970296745645,21.08936045021556,8
"(105, 271)",27.76259763346296,22.737963383776673,8
"(294, 271)",22.718046964982463,20.65867328877316,8
"(336, 271)",21.681161397684747,19.82415604499794,8
"(691, 271)",25.61411569020114,21.850621905754892,8
"(693, 271)",26.442864197159317,22.152053000760347,8
"(160, 272)",25.27033392305288,20.650365886730533,8
"(162, 272)",22.190391296281504,20.650365886730533,8
"(695, 272)",24.204157270335152,21.95583377994849,8
"(697, 272)",24.0941992618797,22.488963109628834,8
"(336, 273)",21.861274217410653,19.82415604499794,8
"(576, 273)",23.480569323662912,21.150355505684068,8
"(235, 274)",22.780590066568493,20.560657329683245,8
"(691, 274)",23.474816607826043,22.041865508280694,8
"(693, 274)",23.437223746402857,22.041865508280694,8
"(695, 274)",23.775154960767075,22.488963109628834,8
"(212, 276)",22.932207477286944,20.704323057313765,8
"(598, 276)",22.867353070411554,20.679501250959298,8
"(418, 277)",23.57577750297522,20.94654298799923,8
"(469, 277)",22.477589887567426,20.294170176036396,8
"(471, 277)",22.222715371456495,20.294170176036396,8
"(473, 277)",22.360607538587125,20.16466636312503,8
"(596, 277)",22.886333293859828,20.50542219116833,8
"(561, 278)",22.77001644006888,20.565954996722752,8
"(594, 278)",24.54416347836414,22.304549020875676,8
"(314, 279)",22.572807796097898,19.753880457761618,8
"(316, 279)",21.87871643785556,19.741248796328485,8
"(339, 279)",22.01943964908415,19.778796884726404,8
"(471, 279)",22.546377236725874,20.294170176036396,8
"(473, 279)",22.359641032183013,20.16466636312503,8
"(313, 281)",23.547793504546583,20.006288311854505,8
"(315, 281)",22.035329924380996,19.68653039031547,8
"(417, 281)",24.00709421972404,21.453686071022396,8
"(469, 281)",23.92198048932938,21.495693529373398,8
"(471, 281)",23.88081989910983,20.652556418508183,8
"(473, 281)",22.7611224281789,20.825305718950496,8
"(719, 281)",23.06461010565019,21.22386400250754,8
"(737, 281)",22.455194783704904,21.606264475468492,8
"(419, 282)",23.642632199011643,21.02421445234839,8
"(315, 283)",22.287288529630423,20.006288311854505,8
"(469, 283)",22.58715473260822,20.38794159972531,8
"(471, 283)",24.410893745979962,22.35646953008427,8
"(473, 283)",24.824811830155305,22.60210468883446,8
"(736, 283)",22.05021067408608,19.69886568998526,8
"(388, 284)",21.247897860859943,20.293531724371583,8
"(419, 284)",24.337545840993904,20.651095983625183,8
"(469, 285)",22.567713912183066,21.923400138175317,8
"(471, 285)",23.404937714835206,21.923400138175317,8
"(715, 285)",23.38531050857962,21.008907917178796,8
"(717, 285)",23.206753949000813,21.19606637003683,8
"(164, 286)",22.836372325913416,20.751771742400322,8
"(166, 286)",22.85342801744215,20.751771742400322,8
"(461, 286)",25.143053396096327,22.180570709311958,8
"(151, 287)",20.778438661030947,19.18546423317742,8
"(465, 287)",23.43540976355085,20.941995078673862,8
"(645, 287)",21.84323689075643,19.709533091456073,8
"(418, 288)",22.958769264950675,20.535775045712093,8
"(670, 289)",22.539629735100526,20.55118767419031,8
"(391, 290)",20.985049681275527,18.967224463529327,8
"(430, 291)",24.154636504542076,21.944093645681477,8
"(669, 291)",22.121197167970678,20.464461036088537,8
"(671, 291)",22.162186992260928,20.2083759058377,8
"(273, 292)",25.209642102425597,21.085269917896085,8
"(275, 293)",22.896686562525893,20.924974332752377,8
"(733, 300)",25.623277333493498,24.33096079935615,8
"(667, 301)",23.414588995720614,20.91947931475928,8
"(669, 301)",22.13903497985966,20.64316823971562,8
"(344, 302)",23.504356306862242,20.01871630472408,8
"(666, 303)",22.203620066967844,20.568002151765832,8
"(668, 303)",22.155334463089346,20.473935515437233,8
"(670, 303)",22.086441351117664,20.362704183094635,8
"(462, 304)",25.685231606778913,23.16684362295819,8
"(725, 304)",24.828245301896963,22.9444686638575,8
"(644, 305)",24.233885788917966,21.75057748712336,8
"(462, 306)",23.418409431458734,23.16684362295819,8
"(530, 308)",21.352538967534336,20.36498226803004,8
"(483, 309)",26.738823028120486,23.771355990336787,8
"(215, 310)",22.462302402235288,20.331646852574004,8
"(217, 310)",22.36276730806135,20.31970668354888,8
"(67, 311)",24.34652175069128,22.192939479730136,8
"(67, 313)",24.1271770757796,22.444841311788423,8
"(290, 313)",19.644512931432615,18.4244217667122,8
"(415, 313)",23.206228583802258,20.686187853267903,8
"(330, 314)",19.99505234130202,18.48779839614283,8
"(416, 315)",22.903445450147196,20.646821417547905,8
"(517, 317)",22.710180306044975,20.82508876463514,8
"(716, 317)",26.955648646235467,22.379874920967957,8
"(690, 319)",22.571744195369305,20.18186683368269,8
"(252, 320)",22.585461926229804,20.485251287289437,8
"(202, 321)",22.191284256418662,20.129806852316044,8
"(578, 321)",19.604304583932972,17.958614520832562,8
"(690, 321)",22.676233055228572,20.70449510595767,8
"(150, 323)",23.34653107518953,21.448752647167616,8
"(223, 323)",21.93259455787463,19.948563656498237,8
"(577, 323)",19.61903044350624,17.901131706368005,8
"(579, 323)",19.490836351709135,17.8166340721638,8
"(690, 323)",22.588444385650632,20.620249446335443,8
"(732, 323)",23.44797187694615,22.084861964803487,8
"(494, 324)",25.06442117648841,22.115571506092905,8
"(488, 325)",22.384619908659673,19.998397667705547,8
"(501, 325)",25.719104827231476,21.57167522928151,8
"(577, 325)",19.610789009759607,17.90173130355138,8
"(689, 325)",22.937862731229927,20.564390392498886,8
"(691, 325)",22.461794568688724,20.321968244961454,8
"(490, 326)",21.706563968243017,19.556115992579826,8
"(313, 327)",23.564728540278125,22.709317526794997,8
"(516, 327)",25.20390316360058,22.299728463067297,8
"(311, 329)",23.350934969471915,21.406508570131855,8
"(388, 329)",24.281267052088943,21.826488094461553,8
"(390, 329)",23.747642726979194,20.85336812564556,8
"(173, 330)",20.83345069243829,19.611182981803488,8
"(175, 330)",20.89923550698851,19.611182981803488,8
"(320, 330)",24.698364154555513,22.23866504494415,8
"(312, 331)",26.731257892206116,22.537514716407316,8
"(447, 331)",23.131179990913566,21.567828348218185,8
"(174, 332)",20.843055876718104,19.412553917981967,8
"(446, 333)",23.932754828481656,21.64030503967205,8
"(448, 333)",23.482169704165237,21.981879165981283,8
"(706, 333)",23.602405333990184,20.943232323023466,8
"(297, 335)",22.73202382991513,20.283259968054026,8
"(705, 335)",24.13683789370217,21.20870906834837,8
"(273, 336)",23.956600304726038,22.040483068828884,8
"(686, 338)",20.23842350783078,18.85216011602651,8
"(227, 339)",25.95489710698451,23.17813027367194,8
"(506, 339)",18.20141087474871,17.269607340194405,8
"(476, 340)",18.85467729911131,17.430068472321224,8
"(591, 340)",23.089944808707095,21.387285659850505,8
"(478, 341)",18.946508196961034,17.530085315679976,8
"(506, 341)",18.202003925313534,17.32073342025236,8
"(272, 342)",21.91416664958801,19.797133413080154,8
"(417, 342)",22.58362744951811,20.076329042328915,8
"(476, 342)",18.87135370581482,17.41520801192317,8
"(179, 343)",23.251951864019354,21.630158212999824,8
"(243, 343)",21.937896438162767,19.840288960354236,8
"(299, 343)",24.69227151953627,23.17236996880169,8
"(301, 343)",26.637074619640586,22.693136178427032,8
"(505, 343)",18.205690108733812,17.34589744706372,8
"(177, 344)",23.49923869078367,21.6995280779269,8
"(303, 344)",24.61340550123142,22.695757994592398,8
"(258, 345)",23.837214258020218,21.51264383077885,8
"(300, 345)",24.55565019238272,22.258042029725047,8
"(302, 346)",24.8497748003374,22.503964993641212,8
"(179, 347)",22.548541621719842,21.80181161015617,8
"(376, 347)",22.33853813232699,20.131731720778284,8
"(744, 347)",23.685824627502903,22.031631267197163,8
"(746, 347)",24.05144505213449,22.031631267197163,8
"(192, 349)",23.683041800594637,21.410506641006627,8
"(745, 349)",24.058761730205838,21.579098386231934,8
"(190, 350)",25.118836304151507,22.966064863659135,8
"(396, 350)",24.634683813819564,21.781458824456962,8
"(618, 350)",23.7376224739294,20.907712523743236,8
"(620, 350)",22.526241425887868,20.578743711148384,8
"(624, 350)",22.349345692581437,20.35022350885594,8
"(632, 350)",25.59826782337874,24.454847218475145,8
"(621, 352)",22.33902088499633,20.30417980666973,8
"(623, 352)",22.348217583720732,20.45379788833744,8
"(625, 353)",22.842694506667563,20.959250085375345,8
"(92, 354)",21.995999293023587,21.9957390566357,8
"(94, 354)",22.14477453123169,21.92487436544865,8
"(447, 354)",23.081183568486836,21.404217576421054,8
"(449, 354)",23.182663214831955,21.578888779168004,8
"(545, 355)",19.680337834331375,18.817370419246515,8
"(599, 355)",24.581795611077936,24.521738697154454,8
"(91, 356)",22.065472824390817,21.9957390566357,8
"(93, 356)",22.582380221069606,21.92487436544865,8
"(356, 356)",22.173115857232766,21.180581030002536,8
"(369, 357)",25.342569502873907,23.253621206034744,8
"(90, 358)",21.786690800813332,20.699333644349714,8
"(92, 358)",21.978953509579704,23.577907362910913,8
"(94, 358)",22.464291955273417,20.752128152283554,8
"(773, 358)",25.69578660343428,23.208254207820673,8
"(91, 360)",21.61448020215751,20.502827312435194,8
"(93, 360)",21.872531706465132,20.76289483499771,8
"(715, 360)",24.939885477195084,21.18921854755554,8
"(774, 360)",24.314146436187237,22.885262888214335,8
"(630, 364)",23.07410644795808,20.042831321813807,8
"(734, 364)",23.692635339791046,22.30228134296162,8
"(644, 366)",25.280134269353432,23.53990250753668,8
"(231, 367)",24.68890448888002,21.93971351359925,8
"(587, 369)",25.323128129921244,22.971789850975725,8
"(591, 369)",25.571112326978373,22.320914784895997,8
"(700, 369)",23.150391821557854,20.765711980273906,8
"(531, 370)",23.019988195373806,21.140121482938667,8
"(574, 370)",23.590231171595192,21.39544715325797,8
"(629, 370)",22.77524063329131,20.222766250703522,8
"(631, 370)",22.70482415638299,20.222766250703522,8
"(692, 370)",22.222635820768332,20.02953423693318,8
"(78, 371)",22.589373537024358,20.50392770370606,8
"(231, 371)",24.00535547716366,21.42338375118546,8
"(368, 371)",22.526207311643923,20.433585492990638,8
"(370, 371)",22.676119678169805,20.601024217905916,8
"(403, 371)",22.07751396970304,20.19428777670081,8
"(533, 371)",23.052831496602387,21.112724659880868,8
"(389, 372)",22.139330014318958,19.86996500296319,8
"(531, 372)",23.064727572358876,21.0156012488167,8
"(630, 372)",23.03936823621168,20.76017844831984,8
"(587, 373)",27.051451164683797,24.10410145759223,8
"(387, 374)",22.513341964946747,20.545243773283545,8
"(389, 374)",23.530110213755997,21.110828202118817,8
"(95, 375)",24.284389700709838,23.47363074898646,8
"(587, 375)",25.263448751740405,22.153679644290406,8
"(646, 375)",25.046723368770465,22.28700503816212,8
"(738, 375)",22.615165890815163,20.49561746003888,8
"(93, 376)",24.59717756721203,22.12836884050099,8
"(733, 376)",22.203401726010448,20.272884276182367,8
"(95, 377)",24.337713394562286,24.30122618588519,8
"(733, 378)",22.151452014892243,20.168887892491085,8
"(462, 380)",24.1890680359187,22.051283465835432,8
"(500, 380)",23.096387468385053,19.617630359073452,8
"(585, 381)",24.780044792561995,22.555937854597857,8
"(370, 383)",22.0498814398238,20.124073813591643,8
