Coord,amplitude,xcentroid,ycentroid,sigx,sigy,ellipticity,SNR,Magnitudes,Reason
"(709, 743)",0.0016428037337796256,8.499998021595056,8.50000311014198,0.2619827952238988,0.2618242775233526,0.0006050691245229611,23.019200163327735,22.232295702909447,Bad sizing
"(771, 743)",0.001860812676684942,8.499855784047428,8.50000504351735,0.26354466956421235,0.26092380607939647,0.009944665126976893,42.61464596759255,22.203435912264595,Bad sizing
"(773, 743)",0.0018785463677099723,8.499912003684711,8.50002409916328,0.262721021866899,0.26129180348698866,0.005440060980862138,84.97164466842716,21.630835115970513,Bad sizing
"(24, 744)",0.005005125559433878,12.12529479629693,5.226987746205867,2.9999999999999996,2.9999999999999996,0.0,3.954865435945297,23.76835825331318,Bad sizing
"(521, 744)",0.00097768929491056,8.669236418113508,8.336500987240415,0.21428148575040845,0.21133306597347032,0.013759563812117737,26.63899612445765,21.657179966891633,Bad sizing
"(558, 744)",0.005128276217352014,8.499999978751381,8.499999978693024,0.2321386676553101,0.23213866764308705,5.265410329968745e-11,49.00532139664197,20.953941922216757,Bad sizing
"(691, 744)",0.0014542000375383345,8.26168792565856,8.261238012325782,0.23523527465920582,0.23552315198091214,0.0012222888462771753,37.689675531912854,21.495197338137118,Bad sizing
"(748, 744)",0.001480257729300385,8.50022216354716,8.500090296528619,0.26664264503300783,0.2622834435185814,0.016348478368442554,114.12359116698553,21.24892808493317,Bad sizing
"(8, 745)",0.006146865447611657,9.053677011175807,8.068369598304148,2.9999999999999996,2.9999999999999996,0.0,56.533769612388134,21.065490724388383,Bad sizing
"(575, 745)",0.0031322597596410303,8.39265283776172,8.75419752979937,0.2695314971219013,0.2146004698706541,0.20380188526316634,180.04441619501358,20.556065835163956,Bad sizing
"(624, 745)",0.0032465009382168,8.219118335493414,8.2191181813993,0.2212852337265383,0.22128529362836458,2.7069953589808904e-07,16.710923656318823,22.858939482331934,Bad sizing
"(710, 745)",0.0016441186114690587,8.500102735599679,8.499702977463159,0.2608836883336872,0.2654343085299088,0.017144054291342026,107.8088312140645,20.779820483188267,Bad sizing
"(771, 745)",0.0018724876766435133,8.500026911162035,8.500067846301672,0.2612809616766502,0.2623511519088363,0.004079228257240275,43.737133945330996,22.204050275642714,Bad sizing
"(773, 745)",0.00135938581475287,8.750588190474362,8.26939808401681,0.24847051516574964,0.23678466730111883,0.0470311250283979,69.73365084668524,21.788106776255546,Bad sizing
"(10, 746)",0.01490149185745372,8.678747854399115,6.297643880739048,0.4972292536241408,2.9999999999999996,0.8342569154586197,29.578613147009747,21.749902650016026,"Not elliptical,Bad sizing"
"(22, 746)",0.03789264768727225,7.503576317368697,8.000014188677552,0.3802777668731085,0.2518058728510136,0.3378369844718362,66.6007407266514,20.89232739745406,Bad sizing
"(411, 746)",0.0022027966437622457,8.500000312031933,8.499999553873199,0.244865822607321,0.24487790275022203,4.9331290268961325e-05,7.3340677598168424,23.31161249634448,Bad sizing
"(554, 746)",0.0037735015193789663,8.265393790179637,8.735103252526628,0.20593968288246864,0.20613566755933832,0.0009507557774457442,201.4496652950581,20.019056572617906,Bad sizing
"(556, 746)",0.003857827819536647,8.682256567707016,8.318000159920622,0.23010720829639603,0.229903662357871,0.0008845700229558329,207.4982973571588,19.737687642902557,Bad sizing
"(558, 746)",0.003598922455070471,8.499999994505398,8.499999934983675,0.22235455355381056,0.2223654102288191,4.882357825952699e-05,340.5180986496209,19.472079860406517,Bad sizing
