Coord,amplitude,xcentroid,ycentroid,sigx,sigy,ellipticity,SNR,Magnitudes
"(726, 9)",0.04687408452320033,6.955918294242716,10.58414212193342,0.7523276933009059,1.0965609664411664,0.31392077930464035,112.96946117083671,20.364521472770257
"(213, 12)",0.03498894797155316,9.498595271545486,9.697303041885908,1.1072971321556417,0.8966857374400335,0.19020314295007557,81.04274065184173,20.29634137280552
"(618, 12)",0.020306679832369223,9.339511611829138,9.570175397544531,1.3244482764510084,0.9044512680072821,0.31711091773938516,170.98265191360588,19.600716145933
"(104, 13)",0.024349538379138728,7.029558471926349,7.539205749371267,0.937267089771183,1.2992625217191995,0.27861608096647006,104.51290987162278,19.899932170874592
"(674, 13)",0.026626204006432782,10.709156973172497,11.532945373214204,0.9070370001439069,0.5780408848852161,0.3627152091992869,135.219993459628,20.477499435862192
"(212, 14)",0.03482281261298691,7.498735876045517,10.697525778986648,1.1072107316919624,0.8970884435350478,0.18977623874347782,67.48669381349647,20.45221465395864
"(678, 15)",0.025954690121362693,8.708663772351843,7.532065832414284,0.9060834010494335,0.5781863571446254,0.36188395408748797,78.1108410695236,20.82302990758531
"(251, 16)",0.01436733985895044,7.308970688034081,5.944892326035755,1.0184479580668233,1.320174506900552,0.22855050393459653,48.4607198715833,21.24081004913843
"(42, 18)",0.11327555557915174,7.845204241057001,7.839712625050622,1.138066669594007,0.8520963469135816,0.2512773023942808,51.77062925009517,18.997437898529412
"(350, 18)",0.029669491731480466,9.130405422368147,10.174858084045379,0.7511410627510293,0.6281197107930605,0.16377929267694036,58.930752889579985,21.181191572526593
"(36, 19)",0.20619488009286865,10.062082302325638,8.057404224375103,0.7754882827741643,0.7858360693037135,0.013167869144410593,20.03625526311315,19.88589074405101
"(353, 19)",0.029265062505525775,8.124869995860879,7.174499058957892,0.7438749874403847,0.6206373098928389,0.1656698768318544,8.368784136513039,23.0795996677681
"(41, 20)",0.11812756853878081,5.836141953848291,8.835500481159672,1.1326257408437455,0.8528506282408536,0.24701461613831455,132.3895960340402,18.27429470544937
"(349, 20)",0.0293601580963082,7.126183781367968,11.174586177617597,0.7456241454707232,0.6224155342420719,0.16524224970057533,20.39729220456615,22.160511165060896
"(238, 21)",0.01867784371906348,7.957517144699549,7.392901774299839,0.8996502287850318,0.5830215245155694,0.35194645000765024,13.401617691805132,22.355566152705556
"(352, 21)",0.02958316408722931,6.129255157593777,8.174775359067548,0.7496393016585889,0.6265622167077173,0.16418174004292685,22.240555904889113,22.188541205503924
"(37, 22)",0.2156468695901555,7.0586955418543065,7.054445235015451,0.7805624176297401,0.7876713894782656,0.009025301595928625,128.08957535438216,18.426108459719693
